R0000100,R0536300,R0536401,R0536402,R1204500,R1235800,R1482600,T5201400,T5202300,T5207400,T5211900,T5213200,T5397100,T6055500,T6141700,T6141800,T6145800,T6206400,T6210200,T6216400,T6216401,T6216402,T6216403,T6216500,T6216501,T6216502,T6216503,T6231000,T8123600,T8123700,T8129600,T8134500,T8976700,T9039300,T9039400,T9039500,T9039600,T9039700,T9039800,T9039900,T9040000,T9093100,T9093300,U0203700,T5915200,T5206800,T8128900,T5797300,T5808400,T6316000,T6230100,R0532200,R1302400,R1302500,R1486500,R1486600,R1486900,R1487700,R1487800,U0009400
7439,1,8,1984,10750,0,2,26,4,1,1,106577,-4,27000,5,7,4,4,0,1,1,7,7,2,7,7,7,5240,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,11,-5,0,1,-4,4870,1,6,3,2,3,200,3,3,-5
7440,2,6,1980,5000,0,2,30,4,2,1,120621,-4,46000,5,4,5,3,0,2,2,6,6,6,2,6,6,620,33,4,2,1,25000,195,4,5,4,1,3,4,3,3,0,-4,1,12,13,0,4,-4,7580,1,6,6,1,1,-4,3,3,2
7441,1,12,1981,5000,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,6,1,1,-4,3,3,-5
7442,1,7,1981,35000,0,2,29,4,2,1,135637,-4,51000,5,7,4,2,0,1,4,6,6,5,5,4,5,6400,32,4,2,1,55000,172,4,2,3,1,4,4,3,3,0,-5,1,12,14,1,2,0,770,1,6,6,4,4,200,2,0,-5
7443,2,1,1983,35000,0,2,27,4,2,1,105494,-4,11000,5,2,5,4,0,1,2,3,7,5,7,7,7,4600,30,4,2,1,-4,175,2,2,5,1,5,5,2,3,0,-4,0,12,16,0,1,-4,8470,1,6,6,2,3,200,5,2,2
7444,2,3,1983,-3,0,2,27,4,2,1,105494,-4,32000,5,3,5,3,0,1,1,6,7,2,5,6,6,5240,30,4,2,1,30000,235,4,5,5,1,4,5,2,2,0,-4,1,12,14,0,1,-4,7690,1,7,6,1,4,500,3,2,2
7445,2,7,1982,2500,0,2,28,4,2,1,97695,-4,23000,5,2,4,1,0,1,1,7,7,7,7,2,2,4720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,0,2,-4,8590,0,-3,4,3,-4,600,0,1,-5
7446,2,4,1984,2500,0,2,26,4,2,1,110606,160,26000,5,2,4,2,0,1,1,7,7,1,1,7,7,620,29,4,2,1,31000,138,4,4,4,1,4,4,1,2,0,-4,0,12,14,0,1,-4,5380,0,-3,4,4,-4,600,0,0,2
7447,1,2,1984,-4,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-3,4,-4,-4,1,1,-5
7448,1,9,1980,36000,0,1,30,4,2,1,157567,-4,-2,-2,-2,-1,2,0,1,1,7,6,7,1,7,7,6260,33,4,2,1,-2,-1,-1,-1,-2,1,1,-1,1,1,0,-4,0,12,12,1,2,-4,7580,0,12,-3,-4,4,400,0,1,2
7449,1,4,1984,36000,0,1,26,4,2,1,126294,-4,-2,6,0,3,3,0,1,1,7,7,4,1,5,7,4760,29,4,2,1,6000,235,3,5,5,1,3,5,1,3,0,-4,0,12,13,0,3,-4,5180,0,12,-3,4,2,400,0,0,2
7451,1,5,1980,10500,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,6,2,2,400,0,1,-5
7452,2,11,1984,10500,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,1,3,6,4,4,400,0,0,2
7453,1,1,1983,26000,0,2,27,4,2,1,106956,-4,-4,5,4,3,4,1,7,7,7,7,4,3,7,7,4760,31,4,2,1,-4,129,1,1,1,1,1,1,2,4,1,-4,3,12,13,-4,-4,0,4790,1,6,6,3,4,200,4,1,2
7454,2,3,1981,-4,0,2,29,4,2,1,107334,-4,800,5,3,4,4,0,2,2,5,6,5,1,5,5,4230,32,4,2,1,-4,181,4,4,4,2,4,4,2,3,0,-4,1,12,12,-4,3,-4,7690,1,7,4,1,3,-4,1,2,2
7455,1,12,1982,-4,0,2,27,4,2,1,132972,-4,48000,5,4,4,3,0,1,5,4,5,1,3,3,6,7200,31,4,2,1,70000,200,2,2,2,1,3,1,3,3,0,-4,1,12,12,0,1,0,4670,1,7,4,3,4,-4,1,2,2
7456,2,1,1982,16000,0,2,28,4,2,1,91995,350,23000,5,2,5,3,0,1,1,7,7,1,1,7,4,3600,32,4,2,1,23000,185,3,3,4,2,4,3,2,4,0,-4,0,12,16,0,3,-4,8190,1,10,3,2,4,300,2,2,2
7457,1,1,1982,-3,0,2,28,4,3,1,125215,-4,-2,5,10,4,3,0,1,1,7,7,7,1,7,7,3320,32,4,3,1,50000,185,4,4,4,1,4,4,2,3,0,-4,1,12,20,0,2,-4,8190,1,10,3,4,4,-4,0,1,3
7458,1,2,1980,19200,0,2,30,4,0,1,134827,-4,-4,6,0,4,3,0,3,4,6,4,2,6,4,4,7010,33,4,0,1,7500,250,2,1,3,4,2,4,4,1,0,-4,0,8,8,-4,1,-4,8790,1,11,10,2,2,-4,8,3,0
7459,1,2,1983,-4,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,5,7,4,4,-4,2,1,-5
7460,2,12,1980,-3,0,2,29,4,4,1,112343,-4,9500,5,1,4,3,0,1,1,7,7,6,2,5,2,2540,33,4,4,1,-4,168,4,4,5,2,4,5,3,3,0,-4,1,12,20,1,2,-4,7860,0,-3,8,4,2,400,0,1,4
7461,1,9,1980,17200,0,2,30,4,2,1,133354,-4,-4,6,0,4,4,0,1,1,6,6,1,2,5,6,-4,33,4,2,1,23000,270,-1,5,5,1,5,5,1,3,0,-4,0,10,10,-4,-4,-4,-4,1,9,12,2,2,600,2,1,2
7462,1,3,1983,17200,0,2,27,4,1,1,99616,-4,-4,-1,-1,4,4,1,1,1,5,4,2,1,5,7,-4,30,4,1,1,-4,412,4,3,5,1,4,3,3,5,0,-4,0,12,12,-4,-4,-4,-4,1,9,12,1,2,600,1,2,1
7463,1,8,1980,-4,0,2,30,4,1,1,133354,-4,130254,5,7,-4,3,0,6,3,6,6,3,7,6,3,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,3,11,-5,0,2,-4,7290,1,4,8,2,4,-4,3,3,1
7464,1,4,1980,29000,0,2,30,4,2,1,133354,-4,40000,5,11,3,2,0,1,3,5,5,7,7,5,7,6500,33,4,2,0,15000,175,4,4,5,1,3,4,3,1,0,-4,1,12,13,1,1,0,770,1,6,8,4,2,500,4,3,2
7465,1,8,1983,29000,0,2,27,4,2,1,99616,-4,-2,-4,1,4,3,0,1,1,6,6,7,7,4,4,7800,30,4,2,1,16000,190,4,2,3,1,4,4,2,3,0,-4,0,12,12,1,3,-4,4970,1,6,8,2,2,500,0,3,2
7466,1,2,1981,28300,0,2,29,3,2,1,126329,-4,86000,5,7,4,2,0,1,1,7,7,4,4,6,6,8950,33,3,2,1,108000,170,5,3,5,1,3,5,1,2,0,-4,1,12,12,1,1,-4,2070,0,-4,6,3,3,600,4,2,2
7467,2,6,1982,28300,0,2,28,3,2,1,90990,-4,20000,5,1,5,2,0,1,7,1,7,1,7,7,1,2020,31,3,3,1,10000,147,5,4,3,1,3,5,2,1,0,-4,1,12,14,-2,1,-4,8370,1,-3,6,3,3,600,3,2,3
7468,2,5,1983,28300,0,2,27,3,4,1,98255,-4,36000,5,0,5,3,0,4,2,6,7,5,3,4,5,420,30,3,4,1,36000,175,3,4,3,1,3,4,3,2,0,-4,1,12,16,0,2,0,8370,1,-3,6,1,1,600,1,2,4
7469,2,6,1981,-3,0,2,29,3,2,1,99968,-4,18000,5,5,4,4,1,2,1,7,7,5,5,7,7,3530,32,3,2,1,27500,170,4,4,4,2,4,4,2,3,0,-4,1,12,13,0,2,0,8370,0,-4,-3,4,3,-4,0,0,2
7470,2,7,1984,48000,0,2,26,4,3,1,103016,360,12000,5,2,3,4,0,1,1,6,6,4,2,6,6,3410,29,4,3,1,78000,135,2,2,3,1,4,4,2,3,0,-4,1,12,14,1,3,-4,7580,1,12,10,4,4,400,0,0,3
7471,1,4,1981,-4,0,2,29,4,1,1,126329,-4,130254,-2,-2,3,1,0,1,1,7,7,1,1,1,7,9130,32,4,1,1,75000,200,2,1,4,1,4,5,1,1,0,-4,1,10,10,0,3,0,6170,1,-3,7,-4,4,-4,9,3,1
7472,1,3,1983,-4,0,2,27,4,1,0,99616,-4,40000,5,11,3,2,0,2,5,7,6,1,5,7,7,9520,30,4,1,0,29000,204,3,2,5,2,4,3,2,3,0,-4,1,11,11,1,4,-4,770,1,-3,7,4,4,-4,0,0,1
7473,1,9,1981,16000,0,2,29,4,1,0,126329,-4,-4,5,5,3,3,0,1,1,7,7,3,5,1,3,7200,32,4,1,0,4000,165,3,2,4,1,3,2,2,4,0,-4,0,10,10,-4,2,-4,8770,1,9,8,2,2,-4,0,1,1
7474,1,4,1982,-4,0,2,29,4,2,1,123846,-4,-4,5,9,3,3,0,7,3,7,5,5,7,7,7,4700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,2,12,-5,0,3,-4,4770,1,12,12,1,3,-4,1,2,2
7475,1,1,1984,34000,0,2,26,3,0,1,99263,-4,-2,-1,-1,3,3,1,1,4,7,5,5,3,7,1,7750,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,10,-5,0,1,-4,2370,1,4,8,4,4,600,0,0,-5
7476,1,3,1981,25000,0,2,29,4,4,1,126329,330,60000,5,9,3,1,0,3,3,6,5,6,5,5,3,-3,32,4,4,1,70000,170,4,2,4,2,4,4,2,3,0,-4,1,12,18,-4,1,-4,-3,1,3,4,2,4,350,5,2,4
7477,2,12,1983,25000,0,2,26,4,3,1,98255,320,10000,5,9,4,4,0,2,4,6,6,2,1,7,6,4760,30,4,3,0,15000,175,3,1,1,1,4,3,2,1,0,-4,1,12,15,0,2,-4,5270,1,3,4,4,4,350,0,0,3
7478,2,7,1980,17500,0,2,30,4,2,0,112343,-4,4800,5,2,4,3,0,1,1,7,7,1,1,1,1,4230,33,4,2,0,4800,180,2,-1,3,3,4,4,2,2,0,-4,1,12,12,0,3,-4,7690,1,-3,6,2,4,300,0,0,2
7479,2,9,1982,17500,0,2,28,4,2,0,90990,-4,-4,5,1,3,3,0,2,1,6,6,2,2,6,5,-4,31,4,2,1,-4,150,5,4,4,2,4,4,2,3,0,-4,1,12,12,-4,-4,-4,-4,1,-3,6,2,2,300,0,0,2
7480,2,8,1984,17500,0,2,26,4,3,1,103016,-4,-4,5,0,3,2,0,1,1,7,7,7,1,7,7,-4,29,4,3,1,-4,140,5,4,5,1,5,5,2,2,0,-4,1,12,14,-4,-4,-4,-4,1,-3,6,4,4,300,0,0,3
7481,1,6,1983,-3,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,5,4,-4,300,0,0,-5
7482,2,11,1980,23000,0,2,30,4,2,1,264467,300,26000,5,3,4,3,0,1,1,6,7,3,7,7,2,3650,33,4,2,1,39000,120,5,3,4,1,5,5,1,1,0,300,3,12,14,0,1,-4,7970,0,-3,12,4,-4,400,4,2,2
7483,1,12,1982,8400,0,2,27,4,2,0,133020,-4,20000,5,8,3,2,0,7,2,7,7,4,7,1,4,5620,31,4,2,1,30000,170,3,5,4,1,4,4,3,3,0,-4,0,12,12,-4,-4,-4,7580,0,-3,9,1,-4,400,3,3,2
7484,1,10,1982,6500,0,2,28,4,2,1,133020,-4,75000,6,6,2,1,1,1,4,7,7,3,1,7,4,9130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,1,1,-4,490,0,16,14,3,-4,400,0,0,-5
7485,1,6,1981,25000,0,2,29,4,0,1,135687,-4,70000,6,2,4,3,0,1,1,7,7,5,7,7,4,6440,32,4,0,1,50000,270,4,4,4,1,4,3,3,4,0,-5,1,11,11,-4,1,-4,770,0,12,12,2,-4,-4,9,3,-5
7486,2,4,1980,-3,0,2,30,4,2,1,112343,-4,12000,5,3,5,4,0,7,6,4,4,7,7,3,4,4610,33,4,2,1,16000,185,4,3,4,3,3,3,3,4,0,-4,1,12,12,0,4,0,8370,0,-3,-3,-4,-4,-4,8,3,2
7487,2,12,1984,10368,0,2,25,4,2,1,103016,-4,34000,5,4,5,4,0,1,1,7,7,5,1,5,7,4720,28,4,2,1,36000,180,4,3,3,2,3,3,2,3,0,-4,0,12,12,0,2,-4,8590,0,12,12,4,-4,300,0,0,2
7488,1,10,1982,-4,0,2,27,4,2,1,123846,-4,5000,5,10,1,1,1,1,1,7,7,7,7,7,6,5620,31,4,2,1,14000,230,5,5,5,1,5,5,2,4,0,-4,2,12,12,0,3,-4,5390,1,4,12,4,2,-4,0,0,2
7489,2,9,1983,-4,0,2,27,4,2,1,98255,-4,5800,5,3,5,5,0,1,1,7,7,1,1,5,7,5110,30,4,2,1,17000,221,5,5,5,1,5,5,1,5,0,-4,0,12,13,-4,-4,0,7280,1,4,12,2,1,-4,0,0,2
7490,1,9,1984,18608,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,1,4,12,1,1,400,0,0,5
7491,2,4,1983,72500,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,30,4,5,1,45000,145,3,3,3,2,4,3,3,3,0,-4,-5,-5,19,-5,-5,-5,-5,1,12,13,4,4,300,0,0,5
7492,2,10,1980,40000,0,2,30,4,4,1,112343,-4,17000,5,3,4,2,0,2,5,5,4,4,1,2,5,2200,33,4,4,1,17000,178,4,3,4,2,4,4,2,3,0,-4,0,12,16,0,2,-4,7870,1,13,12,2,2,-4,0,0,4
7493,2,10,1981,11000,0,2,28,4,2,1,99968,-4,12000,5,4,2,3,0,1,3,2,2,3,1,1,2,5240,32,4,2,1,-4,195,4,4,4,2,4,4,3,3,0,-5,0,12,14,0,3,-4,5170,1,-3,4,4,3,400,0,0,-5
7494,2,4,1984,11000,0,2,26,4,2,1,103016,-4,-4,5,1,5,3,0,6,6,7,7,7,5,5,7,-4,29,4,2,1,-4,180,3,3,3,2,2,4,3,2,0,-4,0,12,12,-4,-4,-4,-4,1,-3,4,1,1,400,1,0,2
7495,2,6,1982,10608,0,2,28,4,2,0,90990,-4,28000,5,2,5,3,0,1,1,7,7,1,1,7,5,5140,31,4,2,1,36000,215,3,2,5,1,4,5,1,3,0,-4,0,12,12,0,1,-4,7860,1,6,9,4,4,300,0,0,2
7496,2,12,1980,21440,0,2,29,4,2,0,112343,-4,24000,5,3,3,2,0,1,1,6,7,2,4,7,7,4600,32,4,2,1,16000,140,4,2,5,1,5,5,1,2,0,290,1,12,14,0,1,-4,8470,0,-3,4,2,3,500,0,0,2
7497,1,10,1983,21440,0,2,27,4,2,1,99616,-4,43000,5,3,3,3,0,2,3,1,4,5,2,4,3,6260,30,4,2,1,32000,140,4,4,4,1,3,3,1,3,0,-4,1,12,14,0,3,-4,770,1,6,4,4,3,500,0,0,3
7498,1,11,1982,-3,0,2,28,4,0,1,123846,-4,73000,5,10,3,3,0,1,1,7,7,5,7,6,5,6200,31,4,0,1,81000,185,2,2,4,1,4,4,1,2,0,-4,1,10,10,0,1,-4,7790,0,-3,9,2,-4,400,4,3,0
7499,2,6,1984,-3,0,2,26,4,2,1,103016,400,-4,5,3,3,1,0,1,1,7,6,7,7,7,7,-4,29,4,4,1,45000,125,4,4,4,1,4,4,2,2,0,-4,1,12,16,-4,-4,-4,-4,0,-3,9,1,-4,400,0,0,4
7500,1,1,1980,-3,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,11,3,-4,200,2,2,-5
7501,2,4,1982,-3,0,2,28,4,0,1,90990,-4,18000,5,3,4,3,0,2,2,5,6,5,2,4,3,6040,31,4,0,1,-4,210,3,3,3,1,2,3,2,5,0,-4,0,9,9,-4,-4,-4,7580,0,-4,11,2,1,200,3,3,0
7502,1,7,1982,10000,0,2,28,3,0,0,138253,-4,-2,-2,-2,3,1,0,1,7,6,7,1,5,1,1,7550,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,2,8,-5,-4,1,-4,8770,0,-3,4,-4,-4,400,1,0,0
7503,1,2,1984,13100,0,2,26,4,2,1,110810,-4,18000,5,7,4,4,0,1,3,7,7,3,3,3,5,6260,29,4,2,1,22000,265,4,4,4,1,4,4,1,3,0,-4,0,12,12,0,1,0,7580,0,-3,12,4,-4,200,0,0,2
7504,2,7,1984,18992,0,2,26,4,3,1,114999,-4,-4,5,4,5,5,0,1,2,6,7,4,1,6,5,-4,29,4,3,1,20000,117,5,2,5,1,5,5,1,5,1,-4,1,12,16,-4,-4,-4,-4,1,4,4,4,4,400,0,0,3
7505,1,4,1983,31800,0,2,27,4,2,1,111204,-4,12000,5,6,5,3,0,5,7,7,3,5,4,4,2,6050,30,4,2,1,25000,300,3,3,3,1,3,3,2,3,0,-4,1,12,12,0,3,-4,170,1,-3,3,4,4,400,0,0,2
7506,1,9,1980,41000,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,33,4,3,1,110000,210,3,4,2,2,3,2,2,2,0,-5,-5,-5,14,-5,-5,-5,-5,1,12,12,1,3,400,2,3,-5
7507,1,5,1982,41000,0,2,28,4,4,1,138253,390,45000,6,2,4,2,0,1,1,7,7,6,5,7,7,3850,31,4,4,1,56000,210,5,1,5,1,5,5,1,2,0,-4,0,12,15,1,1,-4,9470,1,12,12,2,3,400,5,1,4
7508,2,6,1984,13600,0,2,26,4,0,1,114999,-4,3500,5,5,5,1,0,4,6,7,7,4,6,4,4,9640,29,4,0,1,10000,290,3,-2,4,1,3,4,2,1,0,-4,0,11,11,0,3,-4,290,0,10,8,2,-4,400,0,0,1
7509,2,8,1983,44800,0,2,27,4,2,1,148831,-4,-4,5,6,3,3,1,2,1,7,7,3,1,6,7,-4,30,4,2,1,-4,215,5,4,5,1,4,5,2,5,1,-4,3,12,12,-4,-4,0,-4,1,12,10,2,1,500,0,1,2
7510,1,2,1983,67000,0,2,27,4,2,1,150892,350,68000,5,6,4,2,0,1,1,7,7,5,3,5,5,3410,30,4,2,1,64000,194,5,1,5,1,5,5,1,3,0,-4,1,12,13,0,1,-4,8190,0,12,12,4,4,400,0,0,2
7511,2,8,1982,33700,0,2,28,4,2,1,137827,-4,35000,5,3,3,3,0,1,1,7,7,2,2,6,6,5700,31,4,2,1,44000,160,3,3,4,2,4,4,2,3,0,-4,1,12,12,1,2,-4,670,0,14,14,4,3,300,0,0,2
7512,2,5,1982,16274,0,2,28,4,3,0,137827,-4,-4,5,4,4,3,0,2,1,6,5,4,7,4,5,-4,31,4,3,1,-4,160,3,2,4,1,4,4,1,2,0,-4,1,12,14,-4,-4,-4,-4,0,12,12,3,-4,100,4,1,3
7513,2,3,1982,8940,0,2,28,4,0,1,231147,-4,-4,5,7,5,3,0,1,5,7,6,5,1,5,4,5110,31,4,1,1,35000,245,4,4,4,1,3,4,2,3,0,-4,1,10,10,0,2,-4,7980,0,9,10,1,-4,500,3,2,1
7514,2,6,1982,53000,0,2,28,4,2,0,98919,-4,500,4,11,4,4,0,5,5,4,4,5,2,7,4,8960,31,4,2,0,-4,222,3,4,5,1,2,1,2,4,1,-4,0,12,14,-4,1,-4,1690,1,13,15,3,3,600,0,0,2
7515,1,6,1983,53000,0,2,27,2,2,2,108296,-4,30000,5,6,2,3,0,1,5,7,7,4,1,7,1,9840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,0,1,-4,9890,1,13,15,4,1,600,0,0,2
7516,1,12,1981,-4,0,2,28,4,2,1,137337,-4,24000,6,2,3,1,0,5,5,5,4,7,3,2,1,410,31,4,2,1,40000,195,3,2,4,4,4,4,2,1,0,-4,0,12,14,0,2,-4,7070,1,6,6,2,4,-4,3,2,2
7517,2,3,1984,-4,0,2,26,4,4,1,111992,-4,-4,5,7,4,1,0,1,1,7,6,6,1,7,4,-4,29,4,4,1,46000,185,3,1,4,1,4,2,1,1,0,-4,0,12,16,-4,-4,-4,-4,1,6,6,4,4,-4,0,0,4
7518,1,4,1981,5700,0,2,29,4,2,1,137337,-4,25500,5,11,4,2,0,1,1,7,7,1,1,6,7,5100,32,4,2,1,26000,260,5,1,3,1,3,5,2,2,0,-4,0,12,14,0,1,-4,6870,0,4,4,1,1,600,0,1,2
7519,2,5,1981,12200,0,2,29,4,2,0,108679,-4,-4,5,4,4,3,0,2,4,7,6,2,1,7,5,-4,32,4,3,0,-2,125,3,3,4,2,3,4,1,3,0,-5,0,12,14,-4,-4,-4,-4,0,6,3,2,-4,500,0,0,-5
7520,2,4,1982,12200,0,2,28,4,5,1,98919,-4,-4,5,3,4,3,0,1,1,7,7,1,1,7,6,2000,31,4,5,0,76000,113,4,3,4,1,4,4,2,3,0,-4,0,12,18,0,4,-4,8190,0,6,3,2,-4,500,0,0,5
7521,2,6,1983,12200,0,2,27,4,4,1,106816,-4,35000,5,5,3,2,0,1,2,6,6,3,1,4,6,5860,30,4,4,1,-2,170,4,4,3,1,4,3,1,2,0,-4,0,12,16,0,1,-4,7870,0,6,3,2,2,500,0,0,4
7522,1,10,1983,23800,0,2,27,4,2,1,108296,-4,3000,5,6,3,2,0,1,4,7,6,3,3,4,4,-4,30,4,3,1,-4,157,5,4,4,1,4,4,2,4,0,-4,0,12,15,-4,-4,-4,-4,1,8,12,4,4,500,0,0,3
7523,1,4,1981,2000,0,2,29,4,1,1,137337,-4,-4,5,9,2,4,-2,7,5,6,6,7,5,6,1,2860,32,4,1,1,-4,210,4,3,4,2,4,4,2,4,1,-4,1,11,15,-2,3,-4,7490,0,-3,6,-4,-4,100,0,0,1
7524,1,7,1982,2000,0,2,28,4,2,1,134638,300,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,-4,-1,-4,5580,0,-3,6,3,-4,100,2,2,2
7525,2,6,1980,7000,0,2,30,4,0,1,122132,-4,-4,5,4,3,2,0,1,6,-2,7,6,7,7,6,-4,33,4,0,1,-4,120,5,-2,5,2,2,5,3,3,0,-4,0,10,10,-4,-4,-4,-4,0,6,10,3,-4,400,0,2,0
7526,1,7,1982,7000,0,2,28,4,0,1,134638,-4,-2,5,7,3,1,0,4,5,5,7,6,6,7,5,4250,31,4,0,1,15000,160,2,3,5,1,1,5,1,1,0,-4,0,11,11,-4,-4,-4,7770,0,6,10,2,-4,400,0,0,0
7527,2,10,1984,7000,0,2,26,4,0,1,111992,-4,-4,5,4,5,1,0,2,3,4,5,1,1,5,7,-4,29,4,0,1,-4,-2,2,2,5,1,2,2,3,3,0,-4,0,8,8,-4,-4,-4,-4,0,6,10,4,-4,400,1,0,0
7528,2,5,1980,-4,0,2,30,4,2,1,112343,-4,8000,5,5,2,2,0,1,1,7,7,1,1,7,7,2540,34,4,2,1,12096,230,5,1,5,1,5,5,1,2,0,-4,1,12,12,0,1,-4,7860,1,8,11,2,4,-4,0,0,2
7529,1,6,1982,-4,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,4,2,1,48000,175,4,4,4,1,3,3,3,1,0,-4,-5,-5,9,-5,-5,-5,-5,1,8,11,3,3,-4,0,0,2
7530,2,11,1981,17000,0,2,29,4,2,1,99968,-4,44000,5,2,4,3,0,1,1,7,7,5,1,3,7,4810,32,4,2,1,59000,145,4,4,5,1,4,4,1,3,0,-4,1,12,12,0,2,-4,6990,1,9,6,4,3,400,1,1,2
7531,2,11,1981,17000,0,2,29,4,2,1,99968,-4,35000,5,2,3,4,0,1,6,6,7,4,4,4,4,700,32,4,2,1,-4,110,3,4,4,1,3,4,2,2,0,-4,2,12,12,0,4,-4,4470,1,9,6,2,3,400,1,1,2
7532,1,7,1983,17000,0,2,27,4,0,1,99616,-4,55000,5,11,4,3,0,1,1,6,7,7,6,4,3,5000,30,4,0,1,75500,210,3,3,3,1,4,4,2,3,0,-4,0,11,11,0,1,-4,170,1,9,6,2,2,400,3,0,0
7533,2,3,1981,16000,0,2,29,4,2,1,99968,-4,-2,5,7,4,1,0,2,2,6,7,3,1,7,1,2540,32,4,2,1,-4,-2,4,3,4,1,2,4,1,3,0,-4,1,12,12,-4,-4,-4,7860,1,3,3,4,4,500,0,0,2
7534,2,3,1982,16000,0,2,29,4,4,1,90990,-4,30000,5,6,4,2,0,1,1,7,7,2,1,7,7,2540,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,0,1,-4,7860,1,3,3,4,4,500,0,0,4
7535,2,5,1980,18845,0,2,30,4,2,1,268751,-4,15000,5,8,3,2,0,1,1,6,6,2,2,6,2,4600,33,4,2,1,-2,156,2,2,4,1,4,4,2,2,1,-4,0,12,12,-2,3,-4,8590,0,11,12,4,-4,-4,1,0,2
7536,2,4,1981,15000,0,2,29,2,2,0,239147,323,15000,5,7,3,3,0,1,1,6,6,7,6,5,7,4720,32,2,2,1,25000,180,4,1,1,1,4,4,1,1,0,-4,0,12,14,0,2,-4,4970,0,7,17,3,-4,-4,0,3,2
7537,1,1,1983,30000,0,2,28,4,2,1,107631,-4,50000,5,10,5,3,0,2,2,2,6,6,6,5,3,5260,30,4,2,1,56000,260,2,3,2,1,3,2,3,3,0,300,4,12,13,0,1,-4,7870,0,8,11,2,2,500,1,2,2
7538,1,1,1982,36000,0,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,7,6,3,3,600,3,2,-5
